p,true_k,dataset_id,n,B,n_jobs,n_test_ks,model,t_carve_sec,t_carve_per_k_sec,t_external_sec
18,4,12,500,20,10,6,kmeans,10.21659141604323,1.702765236007205,0.8374932089354843
18,5,12,500,20,10,6,kmeans,9.97698166698683,1.6628302778311383,0.8115214590216056
18,6,12,500,20,10,6,kmeans,9.905343541991897,1.6508905903319828,0.8593093749368563
18,3,13,500,20,10,6,kmeans,10.274884040933102,1.7124806734888505,0.821093708043918
18,4,13,500,20,10,6,kmeans,10.047264833003283,1.6745441388338804,0.8516646249918267
18,5,13,500,20,10,6,kmeans,9.957740291953087,1.659623381992181,0.8156394159886986
18,6,13,500,20,10,6,kmeans,9.85460245795548,1.64243374299258,0.8292683329200372
18,3,14,500,20,10,6,kmeans,10.171204125043005,1.6952006875071675,0.841916290926747
18,4,14,500,20,10,6,kmeans,10.114038707921281,1.6856731179868802,0.8593162499601021
18,5,14,500,20,10,6,kmeans,10.002117750002071,1.6670196250003453,0.8386772079393268
18,6,14,500,20,10,6,kmeans,9.808403374976479,1.634733895829413,0.8133470420725644
18,3,15,500,20,10,6,kmeans,10.106786333024502,1.684464388837417,0.8092650000471622
18,4,15,500,20,10,6,kmeans,9.969413083046675,1.6615688471744459,0.8047395419562235
18,5,15,500,20,10,6,kmeans,9.861587957944721,1.643597992990787,0.8343447080114856
18,6,15,500,20,10,6,kmeans,9.981686208979227,1.6636143681632045,0.8202267079614103
18,3,16,500,20,10,6,kmeans,10.374204542022198,1.7290340903370331,0.8800946669653058
18,4,16,500,20,10,6,kmeans,10.400261208065785,1.7333768680109642,0.8171876670094207
18,5,16,500,20,10,6,kmeans,10.06756687501911,1.6779278125031851,0.8333313330076635
18,6,16,500,20,10,6,kmeans,10.006546334014274,1.6677577223357123,0.8205066670197994
18,3,17,500,20,10,6,kmeans,10.385819333023392,1.730969888837232,0.8913388330256566
18,4,17,500,20,10,6,kmeans,10.459873875021003,1.7433123125035006,0.8554867500206456
18,5,17,500,20,10,6,kmeans,9.915470291976817,1.6525783819961362,0.8330076659331098
18,6,17,500,20,10,6,kmeans,9.837193500017747,1.6395322500029579,0.8142289170064032
18,3,18,500,20,10,6,kmeans,10.311540458002128,1.7185900763336879,0.9053010829957202
18,4,18,500,20,10,6,kmeans,10.317999416962266,1.719666569493711,0.8260287090670317
18,5,18,500,20,10,6,kmeans,10.024269749992527,1.6707116249987546,0.8382078340509906
18,6,18,500,20,10,6,kmeans,9.949811417027377,1.658301902837896,0.806339000002481
