"Assay"	"Sample Characteristic[organism]"	"Sample Characteristic Ontology Term[organism]"	"Sample Characteristic[strain]"	"Sample Characteristic Ontology Term[strain]"	"Sample Characteristic[age]"	"Sample Characteristic Ontology Term[age]"	"Sample Characteristic[developmental stage]"	"Sample Characteristic Ontology Term[developmental stage]"	"Sample Characteristic[organism part]"	"Sample Characteristic Ontology Term[organism part]"	"Sample Characteristic[genotype]"	"Sample Characteristic Ontology Term[genotype]"	"Factor Value[single cell identifier]"	"Factor Value Ontology Term[single cell identifier]"
"SRR5531928"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2499"	
"SRR5531929"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2500"	
"SRR5531930"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2501"	
"SRR5531931"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2502"	
"SRR5531932"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2503"	
"SRR5531933"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2504"	
"SRR5531934"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2505"	
"SRR5531935"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2506"	
"SRR5531936"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2507"	
"SRR5531937"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2508"	
"SRR5531938"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2509"	
"SRR5531939"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2510"	
"SRR5531940"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2511"	
"SRR5531941"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2512"	
"SRR5531942"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2513"	
"SRR5531943"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2514"	
"SRR5531944"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2515"	
"SRR5531945"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2516"	
"SRR5531946"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2517"	
"SRR5531947"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2518"	
"SRR5531948"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2519"	
"SRR5531949"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2520"	
"SRR5531950"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2521"	
"SRR5531951"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2522"	
"SRR5531952"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2523"	
"SRR5531953"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2524"	
"SRR5531954"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2525"	
"SRR5531955"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2526"	
"SRR5531956"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2527"	
"SRR5531957"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2528"	
"SRR5531958"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2529"	
"SRR5531959"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2530"	
"SRR5531960"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2531"	
"SRR5531961"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2532"	
"SRR5531962"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2533"	
"SRR5531963"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2534"	
"SRR5531964"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2535"	
"SRR5531965"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2536"	
"SRR5531966"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2537"	
"SRR5531967"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2538"	
"SRR5531968"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2539"	
"SRR5531969"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2540"	
"SRR5531970"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2541"	
"SRR5531971"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2542"	
"SRR5531972"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2543"	
"SRR5531973"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2544"	
"SRR5531974"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2545"	
"SRR5531975"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2546"	
"SRR5531976"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2547"	
"SRR5531977"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2548"	
"SRR5531978"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2549"	
"SRR5531979"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2550"	
"SRR5531980"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2551"	
"SRR5531981"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2552"	
"SRR5531982"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2553"	
"SRR5531983"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2554"	
"SRR5531984"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2555"	
"SRR5531985"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2556"	
"SRR5531986"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2557"	
"SRR5531987"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2558"	
"SRR5531988"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2559"	
"SRR5531989"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2560"	
"SRR5531990"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2561"	
"SRR5531991"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2562"	
"SRR5531992"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2563"	
"SRR5531993"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2564"	
"SRR5531994"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2565"	
"SRR5531995"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2566"	
"SRR5531996"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2567"	
"SRR5531997"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2568"	
"SRR5531998"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2569"	
"SRR5531999"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2570"	
"SRR5532000"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2571"	
"SRR5532001"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2572"	
"SRR5532002"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2573"	
"SRR5532003"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2574"	
"SRR5532004"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2575"	
"SRR5532005"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2576"	
"SRR5532006"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"12 to 15 week"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"brain without olfactory bulb"		"Pdgfrb-GFP;NG2dsRed"		"Brain single cell 2577"	
