axis_name,axis_value,stage,baseline_ari,dataset_iteration,true_k,metric_name,k,metric_value,is_optimal,is_correct,metric_ari
p,50,start,0.9292740328602656,2,5,calinski_harabasz,3,75.12972266996427,True,False,0.656350154826888
p,50,start,0.9292740328602656,2,5,calinski_harabasz,4,67.76513395997706,False,False,0.8465294960646638
p,50,start,0.9292740328602656,2,5,calinski_harabasz,5,60.09016994993543,False,True,0.9292740328602656
p,50,start,0.9292740328602656,2,5,calinski_harabasz,6,54.11342834719688,False,False,0.7066245225999376
p,50,start,0.9292740328602656,2,5,calinski_harabasz,7,48.95001622176018,False,False,0.5926977171626417
p,50,start,0.8141735685631682,3,5,accuracy_generalizability,3,0.8336106520909123,False,False,0.4113355084075612
p,50,start,0.8141735685631682,3,5,accuracy_generalizability,4,0.7851023064184843,False,False,0.5777355297721177
p,50,start,0.8141735685631682,3,5,accuracy_generalizability,5,0.8406689414887281,True,True,0.7426861667252044
p,50,start,0.8141735685631682,3,5,accuracy_generalizability,6,0.6990898495385781,False,False,0.7177094049404786
p,50,start,0.8141735685631682,3,5,accuracy_generalizability,7,0.6301271844172587,False,False,0.7196688987322077
p,50,start,0.8141735685631682,3,5,ari_generalizability,3,0.5615559245118135,False,False,0.4113355084075612
p,50,start,0.8141735685631682,3,5,ari_generalizability,4,0.5684448633825196,False,False,0.5777355297721177
p,50,start,0.8141735685631682,3,5,ari_generalizability,5,0.6526239618115716,True,True,0.7426861667252044
p,50,start,0.8141735685631682,3,5,ari_generalizability,6,0.5224734597753324,False,False,0.7177094049404786
p,50,start,0.8141735685631682,3,5,ari_generalizability,7,0.45192478695497273,False,False,0.7196688987322077
p,50,start,0.8141735685631682,3,5,ari_generalizability_1se,3,0.5615559245118135,False,False,0.4113355084075612
p,50,start,0.8141735685631682,3,5,ari_generalizability_1se,4,0.5684448633825196,False,False,0.5777355297721177
p,50,start,0.8141735685631682,3,5,ari_generalizability_1se,5,0.6526239618115716,True,True,0.7426861667252044
p,50,start,0.8141735685631682,3,5,ari_generalizability_1se,6,0.5224734597753324,False,False,0.7177094049404786
p,50,start,0.8141735685631682,3,5,ari_generalizability_1se,7,0.45192478695497273,False,False,0.7196688987322077
p,50,start,0.8141735685631682,3,5,ari_generalizability_quant,3,0.5615559245118135,False,False,0.4113355084075612
p,50,start,0.8141735685631682,3,5,ari_generalizability_quant,4,0.5684448633825196,False,False,0.5777355297721177
p,50,start,0.8141735685631682,3,5,ari_generalizability_quant,5,0.6526239618115716,True,True,0.7426861667252044
p,50,start,0.8141735685631682,3,5,ari_generalizability_quant,6,0.5224734597753324,False,False,0.7177094049404786
p,50,start,0.8141735685631682,3,5,ari_generalizability_quant,7,0.45192478695497273,False,False,0.7196688987322077
p,50,start,0.8141735685631682,3,5,ari_stability,3,0.8271328988676252,False,False,0.4938153472173136
p,50,start,0.8141735685631682,3,5,ari_stability,4,0.7947168564201954,False,False,0.6184014994911963
p,50,start,0.8141735685631682,3,5,ari_stability,5,0.9015244940810152,True,True,0.8027103118674567
p,50,start,0.8141735685631682,3,5,ari_stability,6,0.7063140312686975,False,False,0.7829570169756246
p,50,start,0.8141735685631682,3,5,ari_stability,7,0.6203848870089164,False,False,0.7045214712923291
p,50,start,0.8141735685631682,3,5,ari_stability_1se,3,0.8271328988676252,False,False,0.4938153472173136
p,50,start,0.8141735685631682,3,5,ari_stability_1se,4,0.7947168564201954,False,False,0.6184014994911963
p,50,start,0.8141735685631682,3,5,ari_stability_1se,5,0.9015244940810152,True,True,0.8027103118674567
p,50,start,0.8141735685631682,3,5,ari_stability_1se,6,0.7063140312686975,False,False,0.7829570169756246
p,50,start,0.8141735685631682,3,5,ari_stability_1se,7,0.6203848870089164,False,False,0.7045214712923291
p,50,start,0.8141735685631682,3,5,ari_stability_quant,3,0.8271328988676252,False,False,0.4938153472173136
p,50,start,0.8141735685631682,3,5,ari_stability_quant,4,0.7947168564201954,False,False,0.6184014994911963
p,50,start,0.8141735685631682,3,5,ari_stability_quant,5,0.9015244940810152,True,True,0.8027103118674567
p,50,start,0.8141735685631682,3,5,ari_stability_quant,6,0.7063140312686975,False,False,0.7829570169756246
p,50,start,0.8141735685631682,3,5,ari_stability_quant,7,0.6203848870089164,False,False,0.7045214712923291
p,50,start,0.8141735685631682,3,5,consensus_ce_stability,3,0.7944029646519984,False,False,0.4938153472173136
p,50,start,0.8141735685631682,3,5,consensus_ce_stability,4,0.837953070850069,False,False,0.6184014994911963
p,50,start,0.8141735685631682,3,5,consensus_ce_stability,5,0.9267930032898424,True,True,0.8027103118674567
p,50,start,0.8141735685631682,3,5,consensus_ce_stability,6,0.8116012320389485,False,False,0.7829570169756246
p,50,start,0.8141735685631682,3,5,consensus_ce_stability,7,0.7919230846123777,False,False,0.7045214712923291
p,50,start,0.8141735685631682,3,5,consensus_gini_stability,3,0.8197856871724989,False,False,0.4938153472173136
p,50,start,0.8141735685631682,3,5,consensus_gini_stability,4,0.8622953234880995,False,False,0.6184014994911963
p,50,start,0.8141735685631682,3,5,consensus_gini_stability,5,0.9364269832206813,True,True,0.8027103118674567
p,50,start,0.8141735685631682,3,5,consensus_gini_stability,6,0.8329787238977417,False,False,0.7829570169756246
p,50,start,0.8141735685631682,3,5,consensus_gini_stability,7,0.8143076463792344,False,False,0.7045214712923291
p,50,start,0.8141735685631682,3,5,consensus_pac_stability,3,0.7119653102068045,False,False,0.4938153472173136
p,50,start,0.8141735685631682,3,5,consensus_pac_stability,4,0.768114743162108,False,False,0.6184014994911963
p,50,start,0.8141735685631682,3,5,consensus_pac_stability,5,0.9009419613075383,True,True,0.8027103118674567
p,50,start,0.8141735685631682,3,5,consensus_pac_stability,6,0.7501392039137202,False,False,0.7829570169756246
p,50,start,0.8141735685631682,3,5,consensus_pac_stability,7,0.734494996664443,False,False,0.7045214712923291
p,50,start,0.8141735685631682,3,5,silhouette,3,0.052257387944072246,False,False,0.5096083304284134
p,50,start,0.8141735685631682,3,5,silhouette,4,0.0539987832602949,False,False,0.6303784058262203
p,50,start,0.8141735685631682,3,5,silhouette,5,0.05903097495515302,True,True,0.8141735685631682
p,50,start,0.8141735685631682,3,5,silhouette,6,0.05021291844987855,False,False,0.6916544428644169
p,50,start,0.8141735685631682,3,5,silhouette,7,0.0465730463545028,False,False,0.5938105971479255
p,50,start,0.8141735685631682,3,5,gap,3,1.3295746203397165,False,False,0.5096083304284134
p,50,start,0.8141735685631682,3,5,gap,4,1.3485686737324691,False,False,0.6303784058262203
p,50,start,0.8141735685631682,3,5,gap,5,1.3668177156649026,False,True,0.8141735685631682
